Lifecycle;Kurzname;ALM-ID;Name;Kurzbeschreibung;ADM Org. Einheit;Applikationsverantwortlicher (ADM);Letzte Žnderung
Ausser Produktion;ProView;APP-2934;ProView;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;BMA-FE;ICTO-1601;Briefmarkenautomat-Frontend;Verkauf von Briefmarken an Automaten;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;BMA;APP-633;BMA;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;KommServer;APP-2933;Kommunikationsserver;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;BPI WEB SERVICES Express;ITR-4358;Business Partner Integration WEB SERVICES Express;Business Partner Integration WEB SERVICES Express;V3, EXPRESS (00000046);Michael Stoehr (DHL Express EUHQ);17.08.2022
In Produktion;FACTS;ICTO-101;Filialstammdaten;Verwaltung, Pflege und Bereitstellung von physischen Kundenkontaktpunkten;Abt 1430, ADM Last Mile Delivery (00057839);Stracke,J.,SNL IT P&P,Abt 1430,BN;30.08.2022
In Produktion;Filialstammdaten-Routing;ITR-4308;Filialstammdaten-Routing;Filialstammdaten-Routing von FACTS an die Postbank;Abt 1420, ADM Filiale Support (00057838);;17.08.2022
In Produktion;FBC;APP-3320;Filial Basis Client;Plattform fr ZORA: PC, Peripherie, Betriessystem, Standardsoftware (Browser) und Datenbank.;Abt 1410, ADM Filiale Frontend (00057837);Hausmann,H.,SNL IT P&P, Abt 1410, DA;17.08.2022
In Produktion;FIRST;ICTO-372;FIRST;Filial Rechnungswesen und Steuerung der DP Shop Gesellschaften;Abt 1420, ADM Filiale Support (00057838);G„rtig, F., SNL IT P&P, Abt 1420,DA;01.09.2022
In Produktion;FiPP;ICTO-1053;Partnerportal fr Filialen;Kommunikation mit Filialpartnern, Information und  Untersttzung zum Produkt-Verkauf, Sicherstellung Kompetenz der Filialmitarbeiter (bspw. Geldw„schetest);Abt 1410, ADM Filiale Frontend (00057837);Mofidi,M.,SNL IT P&P, 1410,DA;08.09.2022
Ausser Produktion;FiPP-App;APP-5242;Partnerportal fr DP AG Partnerfilialen-1829;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Partnerportal fr Filialen;APP-3014;Document Checker im Partner-Portal;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;FiRe;ICTO-942;Finance and Retail;Abrechnung, Erl”sbuchhaltung und Warenwirtschaft von Postprodukten in den Partnerfilialen;Abt 1420, ADM Filiale Support (00057838);Keuntje,Soeren,SNL IT P&P,Abt 1420,DA;02.09.2022
In Produktion;IM/3;APP-1056;IM/3;- zu erg„nzen -;Abt 1420, ADM Filiale Support (00057838);Keuntje,Soeren,SNL IT P&P,Abt 1420,DA;17.08.2022
In Produktion;MDE-Scanner;APP-2910;Mobile Datenerfassungsger„te Filiialen;- zu erg„nzen -;Abt 1420, ADM Filiale Support (00057838);Keuntje,Soeren,SNL IT P&P,Abt 1420,DA;17.08.2022
In Produktion;Poststore;APP-2666;Poststore;- zu erg„nzen -;Abt 1420, ADM Filiale Support (00057838);Scholl,H.,SNL IT P&P,Abt 1420,DA;17.08.2022
In Produktion;Filial-Infrastruktur;ICTO-3330;Filial-Infrastruktur;Infrastruktur fr Filialen;Abt 1410, ADM Filiale Frontend (00057837);Hehn, A., SNL IT P&P,Abt 1410,DA;17.08.2022
In Produktion;Filialinfo Post;ICTO-378;Filialnetzplanung;Management geografischer Informationen zur PUDLV-konformen Filialnetzplanung;Abt 1410, ADM Filiale Frontend (00057837);Mofidi,M.,SNL IT P&P, 1410,DA;08.09.2022
Ausser Produktion;Filialinfo Post - Client 1L2;APP-4650;Filialinfo Post - Client 1L2;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Filialinfo Client FM;ITR-3561;Filialinfo Client Filialnetzmanagement;Filialinfo Client Filialnetzmanagement;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;FilialinfoPost CLIENT;ITR-3562;FilialinfoPost CLIENT;FilialinfoPost CLIENT;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Filialinfo Post - Datenbankserver;APP-4648;Filialinfo Post - Datenbankserver;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Filialinfo Post - Webserver;APP-4649;Filialinfo Post - Webserver;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Filialinfo Post- Client Parcel;APP-5092;Filialinfo Post- Client Parcel;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;Filipedia;ICTO-1407;Lernmanagement-System Filialen;Verwaltung, Steuerung und Durchfhrung von Lernmaánahmen fr Partner und Mitarbeiter in Partner-Filialen;Abt 1420, ADM Filiale Support (00057838);Sthn,K.,SNL IT P&P,Abt 1420,DA;17.08.2022
In Produktion;HIP;ICTO-377;Hilfe- und Informationsplattform;Bereitstellung Regelungen und Handlungsempfehlungen fr Filialbetreuung;Abt 1410, ADM Filiale Frontend (00057837);Czernek,C.,SNL IT P&P,Abt 1410,DA;25.08.2022
In Produktion;HIP Client;ITR-3832;Lotus-Notes-Client;Lotus-Notes-Client fr HIP;Abt 1410, ADM Filiale Frontend (00057837);Czernek,C.,SNL IT P&P,Abt 1410,DA;17.08.2022
In Produktion;ISIS;ICTO-376;Integriertes Steuerungs- und Informationssystem;Zentrales DWH zur Bereitstellungt Steuerungsinformationen fr Bereiche Vertrieb, Service und Controlling auf Grundlage einer konsolidierten Datenbasis;Abt 1420, ADM Filiale Support (00057838);Sthn,K.,SNL IT P&P,Abt 1420,DA;08.09.2022
In Produktion;MKV BB;ICTO-3212;MKV Business Backend;Universelles Backend fr alle physischen Touch-Points;Abt 1420, ADM Filiale Support (00057838);Schmitz,P.,SNL IT P&P,Abt 1420,DA;09.09.2022
Ausser Produktion;MKV-BI;ICTO-2043;MKV - Multi Channel Sales BI;Multi Channel Sales BI-L”sung fr den Multikanalvertrieb (MKV) auf Basis der Service-Plattform myBI von DPITS;Abt 1420, ADM Filiale Support (00057838);Sthn,K.,SNL IT P&P,Abt 1420,DA;17.08.2022
In Produktion;NGT;ITR-4403;Netzmanagement Geo-Tool;Netzplanung MKV;Abt 1410, ADM Filiale Frontend (00057837);Mofidi,M.,SNL IT P&P, 1410,DA;08.09.2022
In Produktion;P1H;ITR-3606;Postbank Filialabrechnung;Postbank Filialabrechnung;Abt 192, IT Architektur (00057785);;17.08.2022
In Produktion;PACER;ICTO-2049;Cashing Environment Retail;Abdeckung der wichtigsten Filial-Schalter-Prozesse, z. B. Kasse;Abt 1420, ADM Filiale Support (00057838);Kunz,Ilona,SNL IT P&P,Abt 1420,BN;09.09.2022
Ausser Produktion;PBE;ICTO-1184;Paketkasten-Backend;Bestellung von Paketk„sten sowie Erstellung von Fertigungsauftr„ge und Kundenbenachrichtigungen;Abt 1430, ADM Last Mile Delivery (00057839);R”sgen,M.,SNL IT P&P,Abt 1430,DA;17.08.2022
Ausser Produktion;PBUP;ICTO-1292;Postbank User Portal;Suche nach Mitarbeiterinformationen von Postbank und Postbank-Filialvertrieb-Mitarbeitern;Abt 1420, ADM Filiale Support (00057838);Trautewein,S.,SNL IT P&P,Abt 1420,DA;17.08.2022
Geplant;PEP DPS;ITR-3610;Personaleinsatzplanung DP Shop Filialen;Personaleinsatzplanung DP Shop Filialen;Abt 19A4, ADM Filiale (00057792);Keuntje,Soeren,SNL IT P&P,Abt 1420,DA;12.09.2022
In Produktion;PLAPP;ICTO-3017;Paketlager-App;Lagerverwaltung fr Sendungen in der Filiale;Abt 1410, ADM Filiale Frontend (00057837);Scháel,V.,SNL IT P&P,Abt 1410,BN;17.08.2022
In Produktion;Plapp BE;ITR-4337;Plapp Back-End;Plapp BE;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;Plapp FE;ITR-4336;Plapp Front-End;Plapp FE;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;POPS;ICTO-1146;Post Partner Shop;"Weiterleitung diverser Daten an Salesforce (Applikation ?my Partner Manager"")";Abt 1410, ADM Filiale Frontend (00057837);Kirchheiner,T.,SNL IT P&P,Abt 1410,DA;17.08.2022
In Produktion;Packstation;ICTO-405;Packstation;Annahme und Ausgabe von Paketen ber Schlieáfachsystem;Abt 1430, ADM Last Mile Delivery (00057839);R”sgen,M.,SNL IT P&P,Abt 1430,DA;17.08.2022
In Produktion;Adressvalidierung Packstation;ITR-4251;Adressvalidierung Packstation;"Address validation for parcel locker (""Packstation"")";Abt 1430, ADM Last Mile Delivery (00057839);;17.08.2022
Geplant;C&C DB API;ITR-4119;Click & Collect DB API;API fr Deutsche Bahn;Abt 1430, ADM Last Mile Delivery (00057839);R”sgen,M.,SNL IT P&P,Abt 1430,DA;17.08.2022
In Produktion;LPS;ITR-3833;Lean Packstation;Annahme und Ausgabe von Paketen ber Handy-App;Abt 1430, ADM Last Mile Delivery (00057839);Gonda, I., SNL IT P&P, Abt 1430,DA;17.08.2022
Geplant;LPS E-APP;ITR-4343;Lean Packstation EXPRESS APP;Lean Packstation EXPRESS APP;Abt 1430, ADM Last Mile Delivery (00057839);Gonda, I., SNL IT P&P, Abt 1430,DA;17.08.2022
In Produktion;LPS P&D-APP;ITR-4344;Lean Packstation P&D APP;Kunden-Widget zur Bedienung der Lean Packstation;Abt 1430, ADM Last Mile Delivery (00057839);Gonda, I., SNL IT P&P, Abt 1430,DA;17.08.2022
In Produktion;LPS T-APP;ITR-4342;Lean Packstation Techniker App;Lean Packstation Techniker App;Abt 1430, ADM Last Mile Delivery (00057839);Gonda, I., SNL IT P&P, Abt 1430,DA;17.08.2022
In Produktion;LPS Z-APP;ITR-4341;Lean Packstation Zusteller App;Lean Packstation Zusteller App;Abt 1430, ADM Last Mile Delivery (00057839);Gonda, I., SNL IT P&P, Abt 1430,DA;17.08.2022
In Produktion;PS ADM;APP-5384;Packstation Automat;Packstation Automatensoftware;Abt 1430, ADM Last Mile Delivery (00057839);;17.08.2022
In Produktion;PS BE;APP-5525;Packstation Back-End;- zu erg„nzen -;Abt 1430, ADM Last Mile Delivery (00057839);;17.08.2022
Ausser Produktion;PS_Nagios;APP-4653;Packstation Nagios Server;- zu erg„nzen -;Abt 1430, ADM Last Mile Delivery (00057839);;17.08.2022
Ausser Produktion;Packstation Kompakt;ITR-3415;Packstation Kompakt;Mobile App fr Smart Packstation;Abt 1430, ADM Last Mile Delivery (00057839);Gonda, I., SNL IT P&P, Abt 1430,DA;17.08.2022
Ausser Produktion;Poly_Support_PS;APP-4652;Supportstack Polygon PS;- zu erg„nzen -;Abt 1430, ADM Last Mile Delivery (00057839);;17.08.2022
In Produktion;Paketshop;ICTO-1355;DHL Paketshop;Annahme/Ausgabe und Verkauf von Produkten mittels Scanner;Abt 1410, ADM Filiale Frontend (00057837);Weindorf, M.,SNL IT P&P,Abt 1410,DA;17.08.2022
Ausser Produktion;DHL Paketshop Scanner Smartphone-1833;APP-5001;DHL Paketshop Scanner Smartphone-1833;version in produktion;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;DHL Paketshop Scanner Smartphone-1834;APP-5335;DHL Paketshop Scanner Smartphone-1834;version geplant;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Paketshop;APP-4703;Paketshop Scanner;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Paketshop BE;APP-4702;Paketshop Riposte;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Scanner_REWE;APP-4997;Paketshop Scanner REWE;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;Poststation;ITR-3618;Poststation;Unattended Delivery & Lean Point-of-Sale;Abt 19A4, ADM Filiale (00057792);Wolter,S.,SNL IT P&P,Abt 1430,BN;17.08.2022
In Produktion;Poststation ADM;ITR-4346;Poststation Applikation;Poststation Automaten Software;Abt 19A4, ADM Filiale (00057792);;17.08.2022
In Produktion;Poststation BE;ITR-4345;Poststation Backend;Poststation Backend;Abt 19A4, ADM Filiale (00057792);Wolter,S.,SNL IT P&P,Abt 1430,BN;17.08.2022
In Produktion;RePaK;ITR-3460;Redaktionssystem Partnerkommunikation;Redaktionssystem fr Partnerportal (FIPP);Abt 1410, ADM Filiale Frontend (00057837);Mofidi,M.,SNL IT P&P, 1410,DA;08.09.2022
Ausser Produktion;SIPS;ICTO-1148;STEP Into Sharepoint;Planung interner Audits;Abt 1420, ADM Filiale Support (00057838);;17.08.2022
Ausser Produktion;SSMS;ICTO-1256;Schlsselserver Paketkasten;Erzeugung verschlsselter Daten zur ™ffnung der Paketkasten-Schl”sser;Abt 1430, ADM Last Mile Delivery (00057839);Gleiser,V.,SNL IT P&P, 2120,BN;17.08.2022
In Produktion;SWV;ITR-3699;Softwareverteilung Filialen;Softwareverteilsystem fr Filialfrontends in den Filialen;Abt 1410, ADM Filiale Frontend (00057837);Hausmann,H.,SNL IT P&P, Abt 1410, DA;17.08.2022
In Produktion;ScaExprZust;ITR-3572;Scannersoftware der Express-Zusteller;Scanner Express-Zusteller (Express);Abt 192, IT Architektur (00057785);;17.08.2022
In Produktion;WFM;ICTO-375;Workflow-Management;Untersttzung betrieblicher Prozesse in den Filialen, z.B. Warenwirtschaft und Kassenwesen;Abt 1410, ADM Filiale Frontend (00057837);Vanek,D.,SNL IT P&P,Abt 1410,DA;17.08.2022
In Produktion;WaWi Clients;ITR-4120;Warenwirtschafts Clients;Warenwirtschatfs Clients;Abt 19A4, ADM Filiale (00057792);Mhlhauser, D., 3350, NL MKV, E;17.08.2022
In Produktion;WaWiFonts;ITR-3828;DPM Fonts WaWi Essen;DPM Fonts WaWi Essen;Abt 19A4, ADM Filiale (00057792);Mhlhauser, D., 3350, NL MKV, E;17.08.2022
In Produktion;WinIDEA;ITR-3559;WinIDEA;Client WinIDEA;null (null);Mhlhauser, D., 3350, NL MKV, E;17.08.2022
In Produktion;ZORA;ICTO-357;Zukunftsorientierte Retail-Anwendung;Vertriebsplattform und Kassensystem der Filialen der Deutschen Post und der Postbank;Abt 1420, ADM Filiale Support (00057838);L‹¨«w,O.,SNL IT P&P,Abt 1420,DA;07.09.2022
Ausser Produktion;FDB;APP-5164;FDB - Filialdatenbank;- zu erg„nzen -;Abt 1420, ADM Filiale Support (00057838);;17.08.2022
Ausser Produktion;ZORA FE Alt;APP-5137;ZORA Front End-1848;Status in Production, aber start date ist in der Zukunft;Abt 1420, ADM Filiale Support (00057838);;17.08.2022
Ausser Produktion;ZORA FE Alt;APP-5549;ZORA Front End-1849;laut datum die aktuelle version;Abt 1420, ADM Filiale Support (00057838);;17.08.2022
In Produktion;ZORA-LE - AKS (QPlus);ITR-4297;ZORA-Liefereinheiten - AKS (QPlus);ZORA-Liefereinheiten zu Postbank und AKS (Applikation bei Postbank -  Abrechnungs- und Kontrollsystem);Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;ZORA-LE - PbAWL;ITR-4482;ZORA-Liefereinheiten - PbAWL (Rohdaten);ZORA-Liefereinheiten zu Postbank Ausweisleser (PbAWL) Rohdaten;Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;ZORA-LE - Postident;ITR-4483;ZORA-Liefereinheiten - Postident (pdf-Dokumente);ZORA-Liefereinheiten zu Postident (pdf-Dokumente);Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;ZORA FE;APP-5591;ZORA Front End;Filial Front-End;Abt 1420, ADM Filiale Support (00057838);Schmitt,Dr.,S.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;CARBON;SPL-82;CARBON#82;Plattform fr ZORA Frontend;Abt 1420, ADM Filiale Support (00057838);Schmitt,Dr.,S.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;VGA;ITR-4325;VGA;VGA;Abt 1420, ADM Filiale Support (00057838);Schmitt,Dr.,S.,SNL IT P&P,Abt 1420,DA;07.09.2022
Geplant;ZORA FE Neu;ITR-4485;ZORA Front End Neu;Neues Filial Front-End;Abt 1420, ADM Filiale Support (00057838);Schmitt,Dr.,S.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;ZORA-BE;APP-5219;ZORA Back End;ZORA Filialbackend;Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;IAS;APP-5161;Interactive Service;ZORA Interactive Service (ZORA online Kommunikation);Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;KMR;APP-5163;KMR;Korrekturmanagement Client;Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;Admin Tool;ITR-3560;Admin Tool;Admin Tool;Abt 1420, ADM Filiale Support (00057838);Schmitt,Dr.,S.,SNL IT P&P,Abt 1420,DA;17.08.2022
In Produktion;Client KMR;ITR-3557;Admin Client KMR;Admin Client KMR;Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;Client KMR KW;ITR-3558;Admin Client KMR KW;Admin Client KMR KW;Abt 1420, ADM Filiale Support (00057838);Schmitt,Dr.,S.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;RIPOSTE;ITR-3696;RIPOSTE;RIPOSTE Correspondence Server (ZORA Middleware);Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;ZORA BE Titanium;SPL-80;ZORA BE Titanium;Titanium ist die Plattform fr die ZORA-Backend-Komponenten fr das in den Filialen eingesetzte Retail- und Bankingsystem.;Abt 1420, ADM Filiale Support (00057838);Sp„th,T.,SNL IT P&P,Abt 1420,DA;07.09.2022
In Produktion;myPM;ICTO-1608;my Partner Manager;Vertriebliche Steuerung der Agenturpartner und Akquise neuer Partner;Abt 1410, ADM Filiale Frontend (00057837);Abelev,L.,SNL IT P&P,Abt.1410,DA;17.08.2022
Ausser Produktion;STF-BE;APP-4314;Steuerungs-Tool Filialen Backend;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;STF-FE;APP-4313;Steuerungs-Tool Filialen Front-End;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;APSI;ICTO-1095;Analyseplattform Sales Intelligence;Analyseplattform fr den Vertrieb zur Wettbewerbsabwehr, Verhinderung Kundenabwanderung, Erzeugung Salesleads;Abt 1310, ADM Vertrieb (00057835);Napp-Zinn, H., SNL IT P&P,Abt 1310,BN;22.08.2022
Ausser Produktion;SI Backend;APP-2947;Analyseplattform SI Backend;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
Ausser Produktion;SI Frontend;APP-5172;Analyseplattform SI Frontend;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
Ausser Produktion;CAS;ICTO-45;Computer Aided Selling (Vertriebsinformationssystem Post);Operative Steuerung der Vertriebsorganisationen sowie -aktivit„ten, Bereitstellung Vertriebskennzahlen;Abt 1310, ADM Vertrieb (00057835);L‹¨«nger,M.,Z Abt 19A3,Bonn17.08.2022
In Produktion;APDBM_EXP;APP-3046;Analyseplattform ETL;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;CAS ForumGelb;APP-2130;CAS Messe und Events;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;CAS Mobile;APP-5249;CAS Mobile;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;CAS.NET;APP-2134;CAS.Net;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;CRM Online;APP-2109;CRM Brief;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
Ausser Produktion;DPM-CenShare-4.1.13-32-W7-DE-DPM-DE-C-1.;ITR-3963;censhare Client;Clientsoftware;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;IKaRos;APP-3219;Kampagnenselektor;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;KAVO;APP-3141;Kampagnenvorbereitung;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;Leadmanagement;APP-2136;Leadmanagement;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;PWST;APP-2741;Planwertsimulationstool;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;R&R;APP-3140;Response- und Retourenerfassung;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;Scoring;APP-2132;Scoring 2008;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;VMGT;APP-3012;Veranstaltungsmanagement;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;VMPT;APP-3220;Vermarktungs- und Kampagnenplanung;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;VSC;APP-2138;Vertriebssteuerungscockpit;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
Ausser Produktion;COVIS Paket;ICTO-518;COVIS.NET DHL Paket;Zentrales Vertriebsinformations- und Steuerungssystem fr PAKET, u.a. mit Kontakthistorie, Angebotsmanagement, Vertr„gen, Umsatzzahlen;Abt 1310, ADM Vertrieb (00057835);B„dorf,S.,SNL IT P&P, Abt1310,BN;17.08.2022
In Produktion;CPP;ICTO-1174;CRM Post & Paket;Optimierung IT-Untersttzung von Vertriebsprozessen u.a. durch Zusammenfhren Kunden- und Vertriebsinformationen;Abt 1310, ADM Vertrieb (00057835);B„dorf,S.,SNL IT P&P, Abt1310,BN;12.09.2022
Geplant;CPQ;ITR-3714;Configure, Price, Quote;Angebots- und Vertragserstellung;Abt 1310, ADM Vertrieb (00057835);Brggemann,R.,SNL IT P&P,Abt 5205,BN;31.08.2022
Ausser Produktion;DMC Online;ICTO-1199;Direkt Marketing Center Online (DMC Online);Internetportal www.direktmarketingcenter.de der regionalen Direkt Marketing Center fr Gesch„ftskunden POST;Abt 1310, ADM Vertrieb (00057835);Zirwes, G., SNL IT P&P, Abt 1310,BN;17.08.2022
In Produktion;DOMAP;ICTO-74;Dokumenten-Management-Plattform (DOMAP);DoMaP ist eine fr die Bereiche Kundenservice und Vertrieb entwickelte Zugriffsschicht zur Nutzung von kundenbezogenen Dokumenten der Plattform STArS;Abt 1310, ADM Vertrieb (00057835);Zirwes, G., SNL IT P&P, Abt 1310,BN;23.08.2022
In Produktion;DOMAP BPM;APP-3128;DoMaP Business Process Manager;DoMaP ist eine fr die Bereiche Kundenservice und Vertrieb entwickelte Zugriffsschicht zur Nutzung von kundenbezogenen Dokumenten der Plattform STArS;Abt 1310, ADM Vertrieb (00057835);Zirwes, G., SNL IT P&P, Abt 1310,BN;17.08.2022
Ausser Produktion;SMAwB Portal;APP-2543;DoMaP-SMAwB Portal;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
Ausser Produktion;E-POST BSS;ICTO-1298;E-POST Betrieb Support System;Ticketsystem fr Technical Support E-POST und Postident;Abt 1510, Kundenintegration Post (00057840);von Nathusius, Christoph, IT P&P, Kundenintegration Post;17.08.2022
Ausser Produktion;E-POST SUGAR CRM;ICTO-1456;E-POST SUGAR CRM;CRM System fr Anbindungsprojekte E-POST Gesch„ftskunden;Abt 1510, Kundenintegration Post (00057840);von Nathusius, Christoph, IT P&P, Kundenintegration Post;17.08.2022
In Produktion;EvMa;PRF-3046;Event Management System;Online-Anwendung, mit der Events organisiert und verwaltet werden k”nnen. Digitalisierung des gesamten Prozesses;Abt 192, IT Architektur (00057785);;05.09.2022
In Produktion;GKAS;ICTO-2047;GK Anbindung & Support;CRM und Ticketsystem;Abt 1310, ADM Vertrieb (00057835);Zirwes, G., SNL IT P&P, Abt 1310,BN;23.08.2022
In Produktion;GVS;ICTO-1802;GotoVideoSales;Online-Beratungen und Online-Webinare fr den Verkauf von Produkten und L”sungen der Deutschen Post fr Gesch„ftskunden;Abt 1310, ADM Vertrieb (00057835);Braun,G.,Z 19A3,Bonn;17.08.2022
Ausser Produktion;KommPortal;ICTO-883;Kommunikationsportal Vertrieb Post;Einheitliche und verbindliche Informationsplattform zur Bndelung aller wichtigen Informationen fr den Vertrieb Post;Abt 1310, ADM Vertrieb (00057835);Zirwes, G., SNL IT P&P, Abt 1310,BN;17.08.2022
Ausser Produktion;Mover-CV;ICTO-1055;Mover Cityvertrieb;Zentrale Verkaufsappl¡kation fr den Cityvertrieb Paket;Abt 1310, ADM Vertrieb (00057835);Korte,H.,SNL IT P&P,Abt 1310,BN;17.08.2022
Ausser Produktion;MoverCV BE;APP-5380;Mover Cityvertrieb Backend;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);Korte,H.,SNL IT P&P,Abt 1310,BN;17.08.2022
Ausser Produktion;NewMoverCV FE;APP-3351;Mover Cityvertrieb Frontend;- zu erg„nzen -;Abt 1310, ADM Vertrieb (00057835);;17.08.2022
In Produktion;NPS;PRF-3211;SAP NPS;Stammdatensynchronisation SAP-Systeme;Abt 192, IT Architektur (00057785);;17.08.2022
Ausser Produktion;Organice CSP;ICTO-1269;Organice Customer Support Post;Beratung von Kunden zum Auftragsmanagement PeP;Abt 1510, Kundenintegration Post (00057840);Ludwig, Damian, IT P&P, Kundenintegration Post;17.08.2022
Ausser Produktion;OrgAnice;ITR-3962;orgAnice CRM;Clientsoftware;Abt 1510, Kundenintegration Post (00057840);;17.08.2022
Ausser Produktion;Organice Server;APP-3404;Organice Server;- zu erg„nzen -;Abt 1510, Kundenintegration Post (00057840);;17.08.2022
Ausser Produktion;OrganiceData;APP-3402;OrganiceData Client;- zu erg„nzen -;Abt 1510, Kundenintegration Post (00057840);;17.08.2022
Ausser Produktion;PPP;ICTO-224;Performance Partner Portal;Web-Portal zur Bindung und Umsatzerhaltung von Kunden mit hohem Einlieferungsvolumen, z.B. Lettershops, Druckereien, Buchbindereien;Abt 1310, ADM Vertrieb (00057835);Zirwes, G., SNL IT P&P, Abt 1310,BN;17.08.2022
In Produktion;RISE II;ICTO-275;Referenz Informationssystem fr Endkunden II (RISE II);Zentrales Kundenstammdaten Management und Referenzdatenbasis fr Gesch„ftskunden im UB P&P;Abt 1310, ADM Vertrieb (00057835);Murr, M., SNL IT P&P,Abt 1310,BN;07.09.2022
Ausser Produktion;Confluence;ITR-4462;Confluence RISE II;Confluence RISE II;Abt 1310, ADM Vertrieb (00057835);Murr, M., SNL IT P&P,Abt 1310,BN;17.08.2022
Ausser Produktion;Jira;ITR-4461;Jira RISE II;Jira;Abt 1310, ADM Vertrieb (00057835);Murr, M., SNL IT P&P,Abt 1310,BN;17.08.2022
In Produktion;Nexus;ITR-4465;Nexus RISE II;Nexus Repository;Abt 1310, ADM Vertrieb (00057835);Murr, M., SNL IT P&P,Abt 1310,BN;17.08.2022
