Lifecycle;Kurzname;ALM-ID;Name;Kurzbeschreibung;ADM Org. Einheit;Applikationsverantwortlicher (ADM);Letzte Žnderung
In Produktion;POLARIS MFR;ITR-3435;POLARIS Materialflussrechner;Berechnung angemessener Weg ber F”rderband zur Endstelle im PZ;Abt 2130, IT Support Sortiersteuerung (00059472);Burzan, M., DHL SOC, BN;17.08.2022
In Produktion;POLARIS SCADA;ITR-4170;POLARIS SCADA;Anlagenvisualisierung der neuen Paketsortieranlagen, Steuerungsmodul der Anlage;Abt 2130, IT Support Sortiersteuerung (00059472);Kleeberg, S., DHL SoC, BN;17.08.2022
In Produktion;POWER;ICTO-963;Planung Organisation Wartung Erfolgreich Realisiert;Koordination des Technikereinsatzes und der lokale Lagerhaltung fr die Wartung und Instandsetzung in den BZïn,PZïn,MechZBïn,ASCïn und MOBIS Standorte;Abt 2110, ADM IT station„. Betrieb Post (00057843);Babaja, J., SNL IT P&P, 2110, DA;17.08.2022
In Produktion;Dashboard Technik;APP-5473;Dashboard Technik;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;GPWS-Komponenten;APP-4043;GPWS-Komponenten P_A_60_V2;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;IBM Optim;APP-4771;IBM Optim;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;POWER;APP-4274;Planung Organisation Wartung Erfolgreich Realisiert-1895;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);Babaja, J., SNL IT P&P, 2110, DA;17.08.2022
In Produktion;PPS;ICTO-238;Produktionsplanungs- und -steuerungssystem;Erfassung von Verkehrsmengen und Arbeitszeiten in den Briefzentren, u.a. zur Produktivit„tsberechnung;Abt 2110, ADM IT station„. Betrieb Post (00057843);Geuss, S., Z 19B1, BN;09.09.2022
Ausser Produktion;PPS - Aufsicht-Hlle;ITR-3549;PPS - Aufsicht-Hlle;PPS - Aufsicht-Hlle;Abt 19B1, ADM Station„rer Betrieb (00057796);;17.08.2022
Ausser Produktion;PPS IPZ;APP-1586;PPS IPZ;abgeschaltet?;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
Ausser Produktion;PPS-Client;APP-1487;PPS-Client;Software-Bezeichnung MSRDO20/ Remote Data Object;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
Ausser Produktion;RBehMgmt;ICTO-1141;Rollbeh„ltermanagement;Verwaltung von Rollbeh„ltern zwischen den einzelnen PZs und vor allem zwischen PZ und Groákunden;Abt 2120, ADM IT station„. Betrieb Paket (00057844);Mhlbach, S., SNL IT P&P, 2120, BN;17.08.2022
Ausser Produktion;RBehMgmt-ClientSW;APP-3087;Rollbeh„ltermanagement-Schriftarten RoBelDo & Trennblatt;Schriftarten RoBelDo & Trennblatt;Abt 2120, ADM IT station„. Betrieb Paket (00057844);;17.08.2022
In Produktion;SFOX;ITR-3718;Server for Operations and Executions;Cloudbasierte Versorgung mit Netzkonfigurationen/Sortierpl„nen und Entsorgung von Trackevents;Abt 2130, IT Support Sortiersteuerung (00059472);Kendzia, J., SNL IT P&P, Abt 2130,BN;13.09.2022
Geplant;SID;ITR-4142;Sendungsmengen Information Depot;Erfassung Paletten-Identifizierer in der station„ren Bearbeitung;Abt 2110, ADM IT station„. Betrieb Post (00057843);Babaja, J., SNL IT P&P, 2110, DA;09.09.2022
In Produktion;Samira;ICTO-797;Servicestelle Adressmanagement - Intelligentes Recherchieren und Adressieren;Nachadressieren von Sendungen mit Anschriftenm„ngeln;Abt 2110, ADM IT station„. Betrieb Post (00057843);Schr‹¨«er, M., Z 19B1, BN;07.09.2022
Ausser Produktion;DPM Samira;APP-2024;DPM Samira;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;SecIT;ICTO-1385;Security IT;SecIT dient der Pr„vention von Straftaten und der Analyse von security-relevanten Vorf„llen;Abt 2110, ADM IT station„. Betrieb Post (00057843);Buchner, S., SNL ITP&P, 2110, BN;17.08.2022
In Produktion;Smart Building;ITR-3444;Smart Building;Hausautomatisierung;Abt 2110, ADM IT station„. Betrieb Post (00057843);Schr‹¨«er, M., Z 19B1, BN;23.08.2022
In Produktion;VCT BZ;ICTO-339;Videocodiertrainer BZ;Untersttzung Einweisung (Aus- und Weiterbildung) von Videocodierkr„ften in den Briefzentren;Abt 2110, ADM IT station„. Betrieb Post (00057843);Schneppensiefen, A., SNL IT P&P, 2110, BN;17.08.2022
Ausser Produktion;RDE;APP-453;Videocodiertrainer-RDE;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
Ausser Produktion;VCT;APP-543;Videocodiertrainer-Applikation;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;VP-Prfstelle;ICTO-962;Verpackungs-prfung und Gefahrgutversand;Auftragsverwaltung fr Verpackungsprfung und  Gefahrgutversandberatung sowie Bereitstellung Informationen zu zertifizierten Verpackungen;Abt 2120, ADM IT station„. Betrieb Paket (00057844);Ellmann, C., SNL IT P&P, 2120, BN;18.08.2022
In Produktion;ZinS;ICTO-356;Zusatzinformationen ber Sendungen;Ermittlung von Sendungs- und Frankierdaten w„hrend der maschinellen Bearbeitung zur Untersttzung der Entgeltsicherung, Track&Trace und Abrechnung;Abt 2110, ADM IT station„. Betrieb Post (00057843);Schneppensiefen, A., SNL IT P&P, 2110, BN;17.08.2022
In Produktion;Auswertungsclient;APP-5536;Auswertungsclient;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;Kryptosystem;APP-5521;Kryptosystem;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;Systemsteuerung;APP-5537;Systemsteuerung;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;ZinS lokal;APP-5518;ZinS lokal;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;ZinS mobil;APP-5535;ZinS mobil;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;ZinS zentral;APP-5506;ZinS zentral;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
Ausser Produktion;ABGL;ICTO-3016;Abgleich Hauptlauf;Rechnungsabgleich IST-Transportdaten aus FernV und Transportdaten aus MTS des Generalunternehmers;Abt 19C1, IT Security & Compliance (00057801);von Uechtritz, C., SNL IT P&P, 2420, BN;17.08.2022
In Produktion;BeLo;ITR-3446;Beh”rden-Logistik;Planung Touren zur Abholung von Dokumenten vom BAMS und Weitertransport an die E-Post Solutions GmbH.;Abt 2420, ADM Transport (00057848);G„b,C.,SNL IT P&P,Abtl 2420;08.09.2022
In Produktion;DigiFS Backend;ITR-3432;Digitaler Fahrtenschreiber Backend;Verarbeitung Daten der Digitaler Fahrtenschreiber Onboard-Units (Backend);Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;13.09.2022
In Produktion;DigiTacho;ITR-4459;Digitaler Tacho Client;Digitaler Tacho Client;Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;13.09.2022
In Produktion;DigiFS OnBoard;ITR-3624;Digitaler Fahrtenschreiber OnBoard Unit;Digitaler Fahrtenschreiber OnBoard Unit;Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;13.09.2022
Ausser Produktion;FernV;ICTO-1383;FERNVERKEHR;"Planung u. Steuerung Transporte zw. Sortierstandorten; Erstellung Transportpl„ne, Management Beh„lter- u. Ladungsdaten, Beh„lterverfolgung";Abt 2420, ADM Transport (00057848);von Uechtritz, C., SNL IT P&P, 2420, BN;17.08.2022
In Produktion;ABGL-HL;APP-5434;FERNVERKEHR (ABGL) Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;BetSy (Hallen- & Rangierterminal) Client;APP-4124;BetSy (Hallen- & Rangierterminal) Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;BetSy (PZ) Client;APP-4123;BetSy (PZ) Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;BetSy PZ-Server;APP-4125;BetSy PZ-Server;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
Ausser Produktion;FernV;APP-5430;FERNVERKEHR Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;FernV Server;APP-5432;FERNVERKEHR ZR-Server;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;FernV-PZ-Server;APP-4916;FERNVERKEHR PZ-Server-1916;In Paketzentren/ASC/Groákunden-Standorten kommen FERNVERKEHR PZ-Server zum Einsatz die eine dezentrale Datenhaltung der fr die Standorte relevanten Daten, zwecks Hochverfgbarkeit vorhalten. ;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;FernV-PZ-Server;APP-5433;FERNVERKEHR PZ-Server-1917;In Paketzentren/ASC/Groákunden-Standorten kommen FERNVERKEHR PZ-Server zum Einsatz die eine dezentrale Datenhaltung der fr die Standorte relevanten Daten, zwecks Hochverfgbarkeit vorhalten.;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;ISB-T;ICTO-137;Informations- und Steuerungssystem Brief Transport;Untersttzung Planung und Steuerung von Transporten des Brief- und Paketnetzes (Vor- und Nachlauf, Hauptlauf);Abt 2420, ADM Transport (00057848);Span,S.,SNL IT P&P,Abt 2420,BN;08.09.2022
In Produktion;BP Client;APP-3055;BP Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;BST Client;APP-3056;BST Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;BSt Istdaten;APP-3059;BSt Istdaten;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;GIS-Client fr B;APP-3217;GIS-Client fr BP & BSt;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;ISBT Autostart;ITR-3605;ISBT Startshell;ISBT Autostart;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;Map-Server (D);ITR-3949;PTV GISMAPDE;Clientsoftware;Abt 19B4, ADM Integration und Transport (00057799);G„b,C.,SNL IT P&P,Abtl 2420;08.09.2022
Ausser Produktion;NL-DB;APP-3061;Niederlassungs DB (DLP);dezentrale DB pro NL;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;NP Client;APP-3057;NP Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;NST;APP-2584;NST Client;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;ZS-DB;APP-3058;ZS-DB;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;Zentrale DB;APP-3047;ISBT DB;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;Zentrale Standort Datenbank Client;ITR-3952;ZSDB Client;Clientsoftware;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;MTS;ITR-3448;Management Transportsystem von DHL Freight GmbH Euronet;Management Transportsystem von DHL Freight GmbH Euronet;Abt 19B4, ADM Integration und Transport (00057799);;17.08.2022
In Produktion;OPTRA;ICTO-681;Operative Istdatenerfassung im Transport;Handscanner-Anwendung zur Sendungsdatenerfassung im Transportbereich zur Sicherstellung der Transportqualit„t;Abt 2420, ADM Transport (00057848);Baukholt,A.,SNL IT P&P,Abt 2420,BN;17.08.2022
In Produktion;Handscanner WindowsCE;APP-3443;Handscanner WindowsCE;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
In Produktion;OPTRA DDS;APP-3191;Operative Istdatenerfassung im Transport DDS;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
Ausser Produktion;OPTRA TS;APP-3190;Operative Istdatenerfassung im Transport TS;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);Baukholt,A.,SNL IT P&P,Abt 2420,BN;17.08.2022
Geplant;Optra HSC iOS;ITR-4183;Handscanner iOS;Handscanner iOS;Abt 19B4, ADM Integration und Transport (00057799);;17.08.2022
In Produktion;Scanner Android;APP-4389;Handscanner Android;- zu erg„nzen -;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
In Produktion;PTS;ICTO-709;Purchasing Toolset;Einkauf von Transportleistungen und Infotr„gern inkl. Bestellabwicklung;Abt 2110, ADM IT station„. Betrieb Post (00057843);Babaja, J., SNL IT P&P, 2110, DA;17.08.2022
In Produktion;Admin;APP-3746;Administrationstool;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;PTS -Connector;APP-3935;PTS-Connector;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;PTS-Portal;APP-3946;PTS-Portal und Fassade;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;ProFeT;APP-3748;Prozesssteuerungs- und Fehlertool;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;TLE;APP-3197;Transportleistungseinkauf;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);Babaja, J., SNL IT P&P, 2110, DA;17.08.2022
In Produktion;eIFT;APP-1812;elektronisches Infotr„gerbestellsystem;- zu erg„nzen -;Abt 2110, ADM IT station„. Betrieb Post (00057843);;17.08.2022
In Produktion;STELN;ICTO-309;Steuerungssystem Express Logistik Netz;Planung, Steuerung und Kontrolle Transporte im Express-Logistik-Netzes (DISPO) und Lagerdisposition (IDED);Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;13.09.2022
Ausser Produktion;STELN Web;APP-3161;STELN Web;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
Ausser Produktion;STELN-Cognos;APP-520;STELN-Cognos;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;STELN-DISPO;APP-522;STELN-DISPO;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;STELN-IDED;APP-525;STELN-IDED;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;STELN-IDED Client;ITR-3951;STELN IDED Client;Clientsoftware;Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;13.09.2022
Ausser Produktion;STELN-Map and Gu;APP-526;STELN-Map and Guide;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
In Produktion;TC Truck&Cargo;APP-2392;TC Truck&Cargo;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;13.09.2022
In Produktion;TIMOCOM;ITR-3950;TRUCK & CARGO Online;Zugriff zur Online-Plattform fr Frachtenb”rse Timocom;Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;13.09.2022
In Produktion;STRUPPI;ITR-4502;StraáenTRansport-UeberwachungsPortal Post International;Planung und Anlage von Auftr„gen fr internationale Transporte, ehemaliger Name: TIM;NL Internationale Produktion (00000610);Koch, P., IP B 54, F;18.08.2022
In Produktion;TAPIR;ICTO-3155;Transportauftragsplanung;"Planung u. Steuerung Transporte zw. Sortierstandorten; Erstellung Transportpl„ne, Management Beh„lter- u. Ladungsdaten, Beh„lterverfolgung";Abt 2420, ADM Transport (00057848);von Uechtritz, C., SNL IT P&P, 2420, BN;17.08.2022
Ausser Produktion;TBM X-Tool DB;ITR-3689;TBM X-Tool DB;Verwaltung und Disposition von Transportbetriebsmittel (Postbeh„lter u.  Euro-Paletten) (X-Tool);Abt 192, IT Architektur (00057785);;17.08.2022
In Produktion;TBM-Dispo;ITR-3678;Transportbetriebsmittel Disposition;Verwaltung und Disposition von Transportbetriebsmittel (zun„chst Postbeh„lter u.  Euro-Paletten);Abt 2420, ADM Transport (00057848);Beuer,O.,Z 19B4,Bonn;23.08.2022
Ausser Produktion;TIS-Web;ITR-3626;TIS-Web -Kienzle;Fahrtenschreiber von Continental/Kienzle;Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;17.08.2022
Ausser Produktion;Digitaler Tacho;APP-1803;Digitaler Tachograph;Tachol”sung TIS-Web der Firma Kienzle (betrieben durch Continental) im Transport;Abt 2420, ADM Transport (00057848);Glatzel,H.,SNL IT P&P,Abt 2420,BN;17.08.2022
In Produktion;TMS;ICTO-1912;Transport Management System;Planung, Disposition und Monitoring Transporte fr UB P&P;Abt 2420, ADM Transport (00057848);Span,S.,SNL IT P&P,Abt 2420,BN;17.08.2022
Geplant;TU-Portal;ITR-4363;Transportunternehmer-Portal;Digitalisierung Zusammenarbeit Transportunternehmen mit P&P-Transporteinkauf;Abt 19B4, ADM Integration und Transport (00057799);Glatzel,H.,SNL IT P&P,Abt 2420,BN;17.08.2022
In Produktion;TransIT-PeP;ICTO-999;TransIT-PeP;Tourenplanung und -Optimierung mit Berechnung Transportkosten  (Direktzustellung Gesch„ftskunden);Abt 2420, ADM Transport (00057848);Beuer,O.,Z 19B4,Bonn;17.08.2022
In Produktion;GIS;APP-4905;PTV MAP-Server;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);G„b,C.,SNL IT P&P,Abtl 2420;08.09.2022
In Produktion;TransITAllMaps;APP-2674;Deutsche Post TransIT;- zu erg„nzen -;Abt 2420, ADM Transport (00057848);;17.08.2022
Ausser Produktion;XLS-Langemann;ICTO-3015;Langemann-Tool;Excel-L”sung zur Transportbedarfsplanung;Abt 192, IT Architektur (00057785);;17.08.2022
In Produktion;BVOK;ICTO-2061;Benutzerverwaltung Operative Kr„fte;Benutzerverwaltung operative Kr„fte z.B. der Auslieferung;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;KROK;ITR-4181;KROK;Weboberfl„che BVOK zur Anlage externer User;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
Geplant;BezSchnitt;ICTO-3022;P&P Bezirksschneidung;P&P-weit vollst„ndige und konsistente Bezirksschneidung;Abt 2220, ADM Netz (00057847);Veeh, G., SNL IT P&P, 2220, BN;22.08.2022
Ausser Produktion;CLT;ICTO-1153;Convenience Logistik Tourenplanung;Erstellung tagesaktueller Tourenplanungen fr die Zeitfensterzustellung;Abt 2220, ADM Netz (00057847);Matthes, K., SNL IT P&P, 5110, BN;17.08.2022
In Produktion;DIGIZBZSP;ICTO-2052;Digitaler ZB/ZSP;Digitalisierung manueller Prozesse mithilfe Use Case spezifischer Apps fr mobile Devices;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;Betrieblicher Messenger;ITR-3685;DigiZBZSP Betrieblicher Messenger;Kommunikation betrieblicher Maánahmen zwischen Fhrungskraft (ZSPL/Standortleiter/Teamleiter) und operativen Kr„ften;Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;DIGIZBZSP Stammdatenservice;ITR-3401;DIGIZBZSP Stammdatenservice;Stammdatenservice im DigiZB/ZSP-Projekt;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;DigiZBZSP Beleglese;ITR-3682;DigiZBZSP Beleglese App;DigiZBZSP Beleglese App;Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;DigiZBZSP Checkout;ITR-3416;DigiZBZSP Checkout;Die Checkout-App clustert alle Vorg„nge und Aufgaben, die in der ZB am sog. Service Point vor, w„hrend und nach der Zustellung anfallen.;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;DigiZBZSP Fahrtenbuch;ITR-3421;DigiZBZSP Fahrtenbuch;Digitales Fahrtenbuch fr Zusteller;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;DigiZBZSP Formulare Designer / Viewer;ITR-3418;DigiZBZSP Formulare Designer / Viewer;Formular Designer und Formular Viewer erm”glichen das papierlose und effiziente Erstellen, Verteilen, Ausfllen und Versenden von Formularen.;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;DigiZBZSP Schadenmeldung;ITR-3419;DigiZBZSP Schadenmeldung;Die Schadenmeldung-App dient dem Erfassen und šbermitteln von Schadenmeldungen bei Verkehrsunf„llen.;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;DigiZBZSP Standortleiter;ITR-3417;DigiZBZSP Standortleiter;Die App zeigt dem Standortleiter, ob akuter Handlungsbedarf im t„glichen Betrieb besteht.;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;Hasci-Adapter;ITR-3408;Hasci-Adapter;Hasci-Adapter;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
Geplant;Leitungscockpit;ITR-4192;DIGIZBZSP Leitungscockpit;DIGIZBZSP Leitungscockpit;Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
Geplant;Lernen u. Unterweisen;ITR-3684;DigiZBZSP Lernen und Unterweisen;"Vermittlung von Einweisungs- oder Unterweisungsinhalten; M”glichkeit zum selbstst„ndigen Lernen und Unterweisen";Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;Mitteilungszentrale App;ITR-4194;DIGIZBZSP Mitteilungszentrale App;DIGIZBZSP Mitteilungszentrale App;Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
Geplant;Mitteilungszentrale BE;ITR-4193;DIGIZBZSP Mitteilungszentrale BE;DIGIZBZSP Mitteilungszentrale;Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;M„ngelmeldungen;ITR-3404;M„ngelmeldungen;Erfassen und šbermitteln von M„ngeln und Reparaturauftr„gen fr Kfz, Fahrr„der, Trikes, Wagen und Karren;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;Optra-Adapter;ITR-3407;Optra-Adapter;Bezieht Plan- und Live-Daten von Zufhrungs- und Nachlaufsfahrten aus OPTRA.;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
Geplant;PPS-Adapter;ITR-4176;PPS-Adapter;PPS-Adapter;Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;TAS Tagesaktuelle Steuerung;ITR-3406;TAS Tagesaktuelle Steuerung;Darstellung tagesaktueller Daten zu Zufhrungs- / Nachlaufsfahrten, Sendungsmengen und aktuellen Zustelltouren;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
Geplant;TT-Adapter;ITR-4177;TT-Adapter;TT-Adapter;Abt 19B2, ADM Auslieferung und Netz (00057797);Normann, M., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;Tagesmeldungen;ITR-3402;Tagesmeldungen;Erfassen und šbermitteln tagesaktueller Kennzahlen fr das ISB-Z-System;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;Team Dialog;ITR-3405;Team Dialog;Darstellung aktueller Kennzahlen zur Untersttzung des Team Dialogs;Abt 2210, ADM Auslieferung (00057846);Normann, M., SNL IT P&P, 2210, BN;22.08.2022
In Produktion;DTM;ICTO-1860;Delivery-Tour-Management;Zentrales Managementsystem fr Zustelltouren;Abt 2210, ADM Auslieferung (00057846);Freund, F., Z 19B2, BN;25.08.2022
In Produktion;EPP;ICTO-3328;Effiziente PersonalbedarfsPlanung;Plattform fr Bemessungsprozess in Brief/Verbund und Paket als Basis fr flexible Personalplanung und Zustellung;Abt 2220, ADM Netz (00057847);Buchhold, Gunnar, SNL IT P&P, 2220, BN;17.08.2022
In Produktion;PBA;ITR-3575;Personbedarfsaufteilung;"Komponente der Personalbedarfsaufteilung im Rahmen der Bemessungsplattform ""Effiziente PersonalbedarfsPlanung"" (EPP)";Abt 19B2, ADM Auslieferung und Netz (00057797);;17.08.2022
In Produktion;PBE;ITR-3573;Personalbedarfsermittlung;"Komponente der Personalbedarfsermittlung im Rahmen der Bemessungsplattform ""Effiziente PersonalbedarfsPlanung"" (EPP)";Abt 19B2, ADM Auslieferung und Netz (00057797);;17.08.2022
In Produktion;ZPS;ITR-3576;Zeitwirtschaftsprojektsteuerung;"Komponente der Zeitwirtschaftsprojektsteuerung im Rahmen der Bemessungsplattform ""Effiziente PersonalbedarfsPlanung"" (EPP)";Abt 19B2, ADM Auslieferung und Netz (00057797);;17.08.2022
In Produktion;GIS GR;ICTO-117;GIS GeoRoute;Erfassung- und Visualisierung geografischer Daten fr Routenoptimierung in der Zustellung;Abt 2220, ADM Netz (00057847);Riedel, Dr., G., SNL IT P&P, Abt 2220, DD;17.08.2022
In Produktion;GISMAP Europakarte;ITR-3974;PTV GISMAPEUROPA;Clientsoftware;Abt 2220, ADM Netz (00057847);;17.08.2022
In Produktion;Map and Guide;ITR-3972;Map and Guide;Clientsoftware;Abt 2220, ADM Netz (00057847);;17.08.2022
In Produktion;MapInfo Client;ITR-3975;Routefinder for MapInfo;Clientsoftware;Abt 19B2, ADM Auslieferung und Netz (00057797);;17.08.2022
In Produktion;MapInfo Pro Client;ITR-3976;MapInfo Pro 17.0.3;Clientsoftware;Abt 19B2, ADM Auslieferung und Netz (00057797);;17.08.2022
In Produktion;Mapinfo ProViewer;ITR-3600;Mapinfo ProViewer;Mapinfo ProViewer;Abt 2220, ADM Netz (00057847);Vohl, GDZ, K;17.08.2022
In Produktion;Oracle SQL Developer Zustellung;ITR-3970;SQL Developer Zustellung;Clientsoftware;Abt 2220, ADM Netz (00057847);;17.08.2022
In Produktion;GO;ICTO-3210;GO - Gangfolgeoptimierung;"Planung Gangfolge, Gebietszuschnitt; automatisierte Optimierung; Pflege geographischer Informationen; Visualisierung Wegeleistungen";Abt 2220, ADM Netz (00057847);Rothb”ck, J., SNL IT P&P, Abt 2220, BN;12.09.2022
In Produktion;GeDaS;ITR-3687;GeoDatenSystem;Erfassung, Visualisierung, Korrektur u. Bereitstellung geographischer und weiterer Objektdaten fr und aus der Zustellung;Abt 2220, ADM Netz (00057847);Veeh, G., SNL IT P&P, 2220, BN;17.08.2022
In Produktion;HASCI;ICTO-971;Handscanner-Integration;Untersttzung Zustellkr„fte bei Paketabholung, -beladung sowie Paket- u. Briefzustellung mit mobile Deivce;Abt 2210, ADM Auslieferung (00057846);Bartnick, S., SNL IT P&P, 2210, BN;17.08.2022
In Produktion;Barcode Studio;ITR-3969;Barcode Studio;Clientsoftware;Abt 2210, ADM Auslieferung (00057846);;17.08.2022
